"@timestamp","_id","_index","_score","agent.ephemeral_id","agent.hostname","agent.id","agent.name","agent.type","agent.version","ecs.version","error.message","event.dataset","event.ingested","event.module","event.original","event.timezone","fileset.name","host.architecture","host.containerized","host.hostname","host.ip","host.mac","host.name","host.os.codename","host.os.family","host.os.kernel","host.os.name","host.os.name.text","host.os.platform","host.os.type","host.os.version","input.type","log.file.path","log.offset","service.type"
"Oct 26, 2022 @ 02:51:08.260",rnB8EIQBIBAo7axPBZ3f,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:51:01 Web_Server CRON[18561]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:51:14.270",system,"Oct 25 18:51:01 Web_Server CRON[18561]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","35,494",system
"Oct 26, 2022 @ 02:50:03.250",qnB7EIQBIBAo7axPB53p,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:50:01 Web_Server CRON[18236]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:50:09.256",system,"Oct 25 18:50:01 Web_Server CRON[18236]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","35,255",system
"Oct 26, 2022 @ 02:49:03.238",nnB6EIQBIBAo7axPCZ3x,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:49:01 Web_Server CRON[18108]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:49:04.241",system,"Oct 25 18:49:01 Web_Server CRON[18108]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","34,196",system
"Oct 26, 2022 @ 02:50:03.250",qHB6EIQBIBAo7axP9J1e,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:50:01 Web_Server CRON[18236]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:50:04.253",system,"Oct 25 18:50:01 Web_Server CRON[18236]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","35,120",system
"Oct 26, 2022 @ 02:49:03.238",n3B6EIQBIBAo7axPHZ2A,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:49:01 Web_Server CRON[18108]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:49:09.247",system,"Oct 25 18:49:01 Web_Server CRON[18108]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","34,331",system
"Oct 26, 2022 @ 02:51:08.260",rHB7EIQBIBAo7axP8p1W,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:51:01 Web_Server CRON[18561]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:51:09.270",system,"Oct 25 18:51:01 Web_Server CRON[18561]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","35,359",system
"Oct 26, 2022 @ 02:49:38.244",pnB6EIQBIBAo7axPkp2w,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:49:32 Web_Server su[18232]: pam_env(su:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:49:39.248",system,"Oct 25 18:49:32 Web_Server su[18232]: pam_env(su:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","34,889",system
"Oct 26, 2022 @ 02:49:38.244",pXB6EIQBIBAo7axPkp2w,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:49:32 Web_Server su[18232]: + ??? root:root]","system.auth","Oct 26, 2022 @ 02:49:39.247",system,"Oct 25 18:49:32 Web_Server su[18232]: + ??? root:root","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","34,835",system
"Oct 26, 2022 @ 02:49:38.244",pHB6EIQBIBAo7axPkp2w,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:49:32 Web_Server su[18232]: Successful su for root by root]","system.auth","Oct 26, 2022 @ 02:49:39.247",system,"Oct 25 18:49:32 Web_Server su[18232]: Successful su for root by root","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","34,766",system
"Oct 26, 2022 @ 02:49:38.243",o3B6EIQBIBAo7axPkp2w,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:49:31 Web_Server sudo: pam_unix(sudo:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:49:39.247",system,"Oct 25 18:49:31 Web_Server sudo: pam_unix(sudo:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","34,669",system
"Oct 26, 2022 @ 02:49:38.243",onB6EIQBIBAo7axPkp2w,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:49:31 Web_Server sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:49:39.247",system,"Oct 25 18:49:31 Web_Server sudo: pam_env(sudo:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","34,541",system
"Oct 26, 2022 @ 02:49:38.243",oXB6EIQBIBAo7axPkp2w,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:49:31 Web_Server sudo:     root : TTY=unknown ; PWD=/var/www/html ; USER=root ; COMMAND=/bin/su]","system.auth","Oct 26, 2022 @ 02:49:39.246",system,"Oct 25 18:49:31 Web_Server sudo:     root : TTY=unknown ; PWD=/var/www/html ; USER=root ; COMMAND=/bin/su","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","34,435",system
"Oct 26, 2022 @ 02:45:11.195",lHB2EIQBIBAo7axPk50Q,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:45:01 Web_Server CRON[18044]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:45:17.199",system,"Oct 25 18:45:01 Web_Server CRON[18044]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","33,375",system
"Oct 26, 2022 @ 02:46:06.485",lnB3EIQBIBAo7axPa50J,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:46:01 Web_Server CRON[18050]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:46:12.489",system,"Oct 25 18:46:01 Web_Server CRON[18050]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","33,614",system
"Oct 26, 2022 @ 02:46:06.485",lXB3EIQBIBAo7axPV52B,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:46:01 Web_Server CRON[18050]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:46:07.489",system,"Oct 25 18:46:01 Web_Server CRON[18050]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","33,479",system
"Oct 26, 2022 @ 02:48:08.061",m3B5EIQBIBAo7axPM50Q,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:48:01 Web_Server CRON[18097]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:48:09.232",system,"Oct 25 18:48:01 Web_Server CRON[18097]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","33,957",system
"Oct 26, 2022 @ 02:47:01.493",mHB4EIQBIBAo7axPMp1I,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:47:01 Web_Server CRON[18056]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:47:03.496",system,"Oct 25 18:47:01 Web_Server CRON[18056]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","33,718",system
"Oct 26, 2022 @ 02:47:02.493",mXB4EIQBIBAo7axPRZ3R,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:47:01 Web_Server CRON[18056]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:47:08.497",system,"Oct 25 18:47:01 Web_Server CRON[18056]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","33,853",system
"Oct 26, 2022 @ 02:48:08.061",nHB5EIQBIBAo7axPRZ30,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:48:01 Web_Server CRON[18097]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:48:14.067",system,"Oct 25 18:48:01 Web_Server CRON[18097]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","34,092",system
"Oct 26, 2022 @ 02:45:11.195",k3B2EIQBIBAo7axPf52G,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:45:01 Web_Server CRON[18044]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:45:12.198",system,"Oct 25 18:45:01 Web_Server CRON[18044]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","33,240",system
"Oct 26, 2022 @ 02:42:06.171",inBzEIQBIBAo7axPwJ1Q,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:42:01 Web_Server CRON[18026]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:42:12.175",system,"Oct 25 18:42:01 Web_Server CRON[18026]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","32,658",system
"Oct 26, 2022 @ 02:44:06.183",kHB1EIQBIBAo7axPlZ0b,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:44:01 Web_Server CRON[18038]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:44:12.186",system,"Oct 25 18:44:01 Web_Server CRON[18038]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","33,136",system
"Oct 26, 2022 @ 02:43:11.176",jnB0EIQBIBAo7axPvp1B,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:43:01 Web_Server CRON[18032]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:43:17.184",system,"Oct 25 18:43:01 Web_Server CRON[18032]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","32,897",system
"Oct 26, 2022 @ 02:41:11.155",iHByEIQBIBAo7axP6Z1q,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:41:01 Web_Server CRON[18020]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:41:17.161",system,"Oct 25 18:41:01 Web_Server CRON[18020]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","32,419",system
"Oct 26, 2022 @ 02:44:06.183",j3B1EIQBIBAo7axPgZ2T,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:44:01 Web_Server CRON[18038]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:44:07.186",system,"Oct 25 18:44:01 Web_Server CRON[18038]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","33,001",system
"Oct 26, 2022 @ 02:42:06.170",iXBzEIQBIBAo7axPrJ3H,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:42:01 Web_Server CRON[18026]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:42:07.174",system,"Oct 25 18:42:01 Web_Server CRON[18026]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","32,523",system
"Oct 26, 2022 @ 02:43:11.176",jXB0EIQBIBAo7axPqp20,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:43:01 Web_Server CRON[18032]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:43:12.179",system,"Oct 25 18:43:01 Web_Server CRON[18032]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","32,762",system
"Oct 26, 2022 @ 02:39:10.132",gHBxEIQBIBAo7axPEJ2p,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:39:01 Web_Server CRON[17912]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:39:16.137",system,"Oct 25 18:39:01 Web_Server CRON[17912]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","31,848",system
"Oct 26, 2022 @ 02:41:11.155",h3ByEIQBIBAo7axP1Z3e,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:41:01 Web_Server CRON[18020]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:41:12.158",system,"Oct 25 18:41:01 Web_Server CRON[18020]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","32,284",system
"Oct 26, 2022 @ 02:40:05.141","gXBxEIQBIBAo7axP053_",".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:40:01 Web_Server CRON[18011]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory]","system.auth","Oct 26, 2022 @ 02:40:06.142",system,"Oct 25 18:40:01 Web_Server CRON[18011]: pam_env(cron:session): Unable to open env file: /etc/default/locale: No such file or directory","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","31,952",system
"Oct 26, 2022 @ 02:40:05.141",gnBxEIQBIBAo7axP153o,".ds-filebeat-8.4.3-2022.10.25-000001","-","6343ae4e-0ee5-43d9-9891-576b2b8f9653","Web_Server","50e17b80-cb5c-4305-8a01-dd532eb63d4f","Web_Server",filebeat,"8.4.3","8.0.0","Provided Grok expressions do not match field value: [Oct 25 18:40:01 Web_Server CRON[18011]: pam_unix(cron:session): session opened for user root by (uid=0)]","system.auth","Oct 26, 2022 @ 02:40:07.144",system,"Oct 25 18:40:01 Web_Server CRON[18011]: pam_unix(cron:session): session opened for user root by (uid=0)","+00:00",auth,"x86_64",true,"Web_Server","172.24.2.100","02:42:ac:18:02:64","Web_Server",xenial,debian,"4.15.0-58-generic",Ubuntu,Ubuntu,ubuntu,linux,"16.04.6 LTS (Xenial Xerus)",log,"/var/log/auth.log","32,087",system
